texto,clase_bloque
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 24/10/2022,BLOQUE_FECHA
Forma de pago: Contado,OTROS
"AVENIDA ARICA NUMERO 1271,",OTROS
Senor(es),OTROS
": 1279, 1281 URBANIZACIóN AZCONA",OTROS
BRENA,OTROS
RUC,OTROS
20608863223,BLOQUE_RECEPTOR
Dirección del Cliente,OTROS
AV. ARICA 1263 DPTO. 1606 LIMA-,OTROS
:LIMA-BRENA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
SERVICIO AFECTO A DETRACCION,OTROS
Observación,OTROS
: 12%(106.20),OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,BLOQUE_MONTOS
UNIDAD,OTROS
"MANTENIMIENTO DE TUBERIA,FILTRO Y VALVULA",OTROS
750.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
REGULADORA DE PRECION DE AGUA,OTROS
Sub Total Ventas :,OTROS
S/ 750.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
Valor Venta :,OTROS
S/ 750.00,BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV,OTROS
S/ 135.00,BLOQUE_MONTOS
SON: OCHOCIENTOS OCHENTA Y CINCO Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
S/ 885.00,BLOQUE_MONTOS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-537,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 04/05/2023,BLOQUE_FECHA
Forma de pago: Contado,OTROS
"AVENIDA ARICA NUMERO 1271,",OTROS
Senor(es),OTROS
": 1279, 1281 URBANIZACIóN AZCONA",OTROS
BRENA,OTROS
RUC,OTROS
20608863223,BLOQUE_RECEPTOR
PJ. HERNAN VELARDE 172 --,OTROS
Establecimiento del Emisor,OTROS
: CERCADO DE LIMA INT. 107 LIMA-,OTROS
LIMA-LIMA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
PAGO AFECTO A DETRACCION DEL,OTROS
Observación,OTROS
12% (S/.212.40),OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SERVICIO DE MANTENIMIENTO DE SISTEMA DE,OTROS
1500.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
VENTILACION MECANICA,OTROS
Sub Total Ventas :,OTROS
"S/ 1,500.00",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor Venta,OTROS
"S/ 1,500.00",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV,OTROS
S/ 270.00,BLOQUE_MONTOS
SON: UN MIL SETECIENTOS SETENTA Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
"S/ 1,770.00",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-536,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 04/05/2023,BLOQUE_FECHA
Forma de pago: Contado,OTROS
"AVENIDA ARICA NUMERO 1271,",OTROS
Senor(es),OTROS
": 1279, 1281 URBANIZACIóN AZCONA",OTROS
BRENA,OTROS
RUC,OTROS
20608863223,BLOQUE_RECEPTOR
Dirección del Cliente,OTROS
AV.ARICA 1263 DPTO.1606 LIMA,OTROS
:LIMA-BRENA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MATERIALES PARA EL SISTEMA DE VENTILACION,OTROS
2874.00,BLOQUE_MONTOS
0.00,OTROS
MECANICA,OTROS
Sub Total Ventas :,OTROS
"S/ 2,874.00",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 2,874.00",BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 517.32],BLOQUE_MONTOS
SON: TRES MIL TRESCIENTOS NOVENTA Y UNO Y 32/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo,OTROS
s/ 0.00,OTROS
Importe Total :,OTROS
"S/ 3,391.32",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB. SAN ANTONIO MZA. B LOTE. 05,OTROS
E001-142,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 15/01/2026,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
FINANCIERA CONFIANZA S.A.A. -,OTROS
FINANCIERA CONFIANZA,OTROS
RUC,OTROS
: 20228319768,BLOQUE_RECEPTOR
CAL. LAS BEGONIAS 441 INT. 238C,OTROS
Dirección del Receptor de la factura : EDIFICIO PLAZA DEL sOL LIMA,OTROS
LIMA SAN ISIDRO,OTROS
CAL. LAS BEGONIAS 441 INT. 238C,OTROS
Dirección del Cliente,OTROS
: EDIFICIO PLAZA DEL SOL LIMA-,OTROS
LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
CTA CORRIENTE BCP SOLES,BLOQUE_MONEDA
1911714286019,BLOQUE_COMPROBANTE
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
ESTABILIZADOR AUTOMATICO DE VOLTAJE 220/220,OTROS
1550.00,BLOQUE_MONTOS
0.00,OTROS
VAC DE 6KVA,OTROS
Sub Total Ventas :,OTROS
"S/ 1,550.00",BLOQUE_MONTOS
Anticipos :,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor Venta :,OTROS
"S/ 1,550.00",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 279.00],BLOQUE_MONTOS
SON: UN MIL 0CHOCIENTOS VEINTINUEVE Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 1,829.00",BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 1,829.00",BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
.Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
17/02/2026,BLOQUE_FECHA
"1,829.00",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
Factura Electronica-Impresion:.,OTROS
FACTURA ELECTRóNICA,BLOQUE_COMPROBANTE
COMPANIA TEXTIL ANDINA S.A.C,BLOQUE_EMISOR
RUC: 20604572135,BLOQUE_EMISOR
CAL. MANCO INCA 160 URB. SAN AGUSTIN ALT DE PLAZA VEA,OTROS
E001-274,BLOQUE_COMPROBANTE
COMAS - LIMA - LIMA,OTROS
Fecha de Emisión : 01/09/2025 7,BLOQUE_FECHA
Forma de pago : Contado,OTROS
GUTIERREZ JESUS VICTOR,BLOQUE_RECEPTOR
Senor(es),OTROS
FLAVIO,OTROS
RUC,OTROS
: 10074315645,BLOQUE_RECEPTOR
--- PROLONG.HUANUCO 1501,OTROS
Direccion del,OTROS
2DO.PISO LIMA-LIMA-LA,OTROS
Cliente,OTROS
VICTORIA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observacion,OTROS
:,OTROS
Cantidad,OTROS
Unidad,OTROS
Descripción,OTROS
Valor Unitario,OTROS
Medida,OTROS
100.00,OTROS
METRO,OTROS
ENTRETELA,OTROS
6.27119,OTROS
Sub Total .,OTROS
S/ 627.12,BLOQUE_MONTOS
Ventas,OTROS
Anticipos :,OTROS
S/0.00,OTROS
Descuentos :,OTROS
S/0.00,OTROS
Valor de Venta de Operaciones Gratuitas :,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor Venta :,OTROS
S/627.12,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV :,OTROS
S/ 112.88,BLOQUE_MONTOS
SON: SETECIENTOS CUARENTA Y 00/100 SOLES,BLOQUE_MONEDA
Otros Cargos :,OTROS
S/ 0.00,BLOQUE_MONTOS
S/ 0.00,BLOQUE_MONTOS
Monto de .,OTROS
S/ 0.00,BLOQUE_MONTOS
redondeo,OTROS
Importe Total :,OTROS
S/740.00,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede verificarla utilizando",BLOQUE_COMPROBANTE
su clave SOL.,OTROS
sunat.gob.pe/ol-ti-itconscpemype/consultar.do?action=verlmprimirFactura&rowlndex=13,OTROS
1/1,OTROS
ttps://w,OTROS
Escaneado con CamScanner,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-436,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 27/12/2022,BLOQUE_FECHA
Forma de pago: Contado,OTROS
"AVENIDA ARICA NUMERO 1271,",OTROS
Senor(es),OTROS
": 1279, 1281 URBANIZACIóN AZCONA",OTROS
BRENA,OTROS
RUC,OTROS
20608863223,BLOQUE_RECEPTOR
Dirección del Cliente,OTROS
AV.ARICA 1263 DPTO.1606 LIMA,OTROS
:LIMA-BRENA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
REPUESTOS PARA 06 BOMBAS DE AGUA DE 12.5HF,OTROS
4422.00,OTROS
0.00,OTROS
1.00,OTROS
UNIDAD,OTROS
ACCESORIOS PARA SISTEMA DE AGUA LIMPIA DE ALTA,OTROS
969.00,OTROS
0.00,OTROS
PRESION,OTROS
1.00,OTROS
UNIDAD,OTROS
VALVULA REGULADORA SOBRE PRESION DE AGUA,OTROS
2241.95,OTROS
0.00,OTROS
Sub Total Ventas :,OTROS
"S/ 7,632.95 ]",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 7,632.95",BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
"S/ 1,373.93",BLOQUE_MONTOS
SON: NUEVE MIL SEIS Y 88/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 9,006.88",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-444,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 11/01/2023,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
ADMINISTRACION INMOBILIARIA,OTROS
SOCIEDAD ANONIMA CERRADA,OTROS
RUC,OTROS
: 20506628963,BLOQUE_RECEPTOR
CAL. LAS ORQUIDEAS 585 URB.,OTROS
Dirección del Cliente,OTROS
: JARDIN INT. 301A LIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SUMINISTRO DE COMBUSTIBLE DISEL DE 15 GALONES,OTROS
337.20,BLOQUE_MONTOS
0.00,OTROS
1.00,OTROS
UNIDAD,OTROS
TRANSLADO Y ABASTECIMIENTO DE COMBUSTIBLE AL,OTROS
50.00,OTROS
0.00,OTROS
GRUPO ELECTROGENO,OTROS
Sub Total Ventas :,OTROS
S/ 387.20,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
S/ 387.20],BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 69.70,BLOQUE_MONTOS
SON: CUATROCIENTOS CINCUENTA Y SEIS Y 90/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total,OTROS
S/ 456.90,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-581,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 21/06/2023,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
ADMINISTRACION INMOBILIARIA,OTROS
SOCIEDAD ANONIMA CERRADA,OTROS
RUC,OTROS
: 20506628963,BLOQUE_RECEPTOR
CAL. LAS ORQUIDEAS 585 URB.,OTROS
Dirección del Cliente,OTROS
: JARDIN INT. 301A LIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SERVICIO DE MANTENIMIENTO DE GRUPO,OTROS
300.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
ELECTROGENO 22.7 KW,OTROS
Sub Total Ventas :,OTROS
S/ 300.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
S/ 0.00,BLOQUE_MONTOS
Valor Venta,OTROS
S/ 300.00,BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV,OTROS
S/ 54.00],BLOQUE_MONTOS
SON: TRESCIENTOS CINCUENTA Y CUATRO Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo,OTROS
s/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
S/ 354.00,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-376,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/10/2022,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: FRIO AEREO ASOCIACION CIVIL,BLOQUE_RECEPTOR
RUC,OTROS
:20344769932,BLOQUE_RECEPTOR
JR. CAAON DEL PATO 103 URB.,OTROS
TAMBO DE MONTERRICO ESQUINA,OTROS
Dirección del Receptor de la factura : CON LA AVENIDA CAMINOs DEL,OTROS
INCA LIMA LIMA SANTIAGO DE,OTROS
SURCO,OTROS
JR. CAA'ON DEL PATO 103 URB.,OTROS
TAMBO DE MONTERRICO ESQUINA,OTROS
Dirección del Cliente,OTROS
: CON LA AVENIDA CAMINOS DEL,OTROS
INCA LIMA-LIMA-SANTIAGO DE,OTROS
SURCO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
SERVICIO AFECTO A DETRACCIóN,OTROS
: 12% (S/.570.10),OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTTO CORRECTIVO DEL GRUPO ELECTROGENO DE,OTROS
4026.73,BLOQUE_MONTOS
0.00,OTROS
LA SM1 (FORRADO CON FIBRA DE VIDRIO ELTUBO DE,OTROS
ESC,OTROS
Sub Total Ventas,OTROS
"S/ 4,026.73",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 4,026.73",BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV :,OTROS
S/ 724.81,BLOQUE_MONTOS
SON: CUATRO MIL SETECIENTOS CINCUENTA Y UNO Y 54/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 4,751.54",BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 4,181.44",OTROS
Total de Cuotas,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
18/11/2022,BLOQUE_FECHA
"4,181.44",OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-375,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 19/10/2022,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: FRIO AEREO ASOCIACION CIVIL,BLOQUE_RECEPTOR
RUC,OTROS
:20344769932,BLOQUE_RECEPTOR
JR. CAAON DEL PATO 103 URB.,OTROS
TAMBO DE MONTERRICO ESQUINA,OTROS
Dirección del Receptor de la factura : CON LA AVENIDA CAMINOs DEL,OTROS
INCA LIMA LIMA SANTIAGO DE,OTROS
SURCO,OTROS
JR. CAA'ON DEL PATO 103 URB.,OTROS
TAMBO DE MONTERRICO ESQUINA,OTROS
Dirección del Cliente,OTROS
: CON LA AVENIDA CAMINOS DEL,OTROS
INCA LIMA-LIMA-SANTIAGO DE,OTROS
SURCO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
INSTALACION DE BANDEJA DE CABLES ELECTRICOS,OTROS
300.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
DEL GRUPO ELECTROGENO DE LA SM1,OTROS
Sub Total Ventas:,OTROS
S/ 300.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00],OTROS
Descuentos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
Valor Venta :,OTROS
S/ 300.00,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV :,OTROS
S/ 54.00,BLOQUE_MONTOS
SON: TRESCIENTOS CINCUENTA Y CUATRO Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
S/ 354.00,BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
S/ 354.00,BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
03/11/2022,OTROS
354.00,BLOQUE_MONTOS
verificarla utilizando su clave SOL.,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-585,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
:28/06/2023,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: FRIO AEREO ASOCIACION CIVIL,BLOQUE_RECEPTOR
RUC,OTROS
20344769932,BLOQUE_RECEPTOR
AV. EL DERBY 254 URB. EL DERBY,OTROS
Dirección del Receptor de la factura : DE MONTERRICO INT. 1404 LIMA,OTROS
LIMA SANTIAGO DE SURCO,OTROS
AV. EL DERBY 254 URB. EL DERBY,OTROS
Dirección del Cliente,OTROS
: DE MONTERRICO INT. 1404 LIMA-,OTROS
LIMA-SANTIAGO DE SURCO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
PAGO AFECTO A DETRACCION DEL,OTROS
Observación,OTROS
: 12%(S/.631.50),OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO PREVENTIVO DEL GRUPO,OTROS
2060.00,OTROS
0.00,OTROS
ELECTROGENO DE LA SALA E MAQUINAS 1,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO PREVENTIVO DEL GRUPO,OTROS
2400.00,OTROS
0.00,OTROS
ELECTROGENO DE LA SALA E MAQUINAS 2,OTROS
Sub Total Ventas :,OTROS
"S/ 4,460.00",BLOQUE_MONTOS
Anticipos,OTROS
s/ 0.00,OTROS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 4,460.00",BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 802.80,BLOQUE_MONTOS
SON: CINCO MIL DOSCIENTOS SESENTA Y DOS Y 80/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Orden de Compra : 008459,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 5,262.80",BLOQUE_MONTOS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 4,631.30",OTROS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
17/07/2023,OTROS
"4,631.30",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB. SAN ANTONIO MZA. B LOTE. 05,OTROS
E001-125,BLOQUE_COMPROBANTE
